order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,food_preparation_time,delivery_time,is_takeaway,distance,GST,rating
1478005,97991,Blue Ribbon Sushi Bar & Grill,Japanese,583.5,Weekday,34,27,TRUE,6.47,29.175,3
1476653,113972,RedFarm Hudson,Chinese,363.9,Weekend,31,25,TRUE,2.21,18.195,3
1476563,114085,Blue Ribbon Sushi Bar & Grill,Japanese,365.4,Weekend,24,18,TRUE,12.62,18.27,Not given
1478440,231042,Momoya,Japanese,363.9,Weekend,22,21,TRUE,7.04,18.195,3
1477348,298824,Bareburger,American,376.8,Weekend,24,26,FALSE,0,18.84,Not given
1477525,52360,TAO,Japanese,729,Weekend,24,22,TRUE,4.35,36.45,Not given
1477920,83504,Balthazar Boulangerie,French,874.5,Weekday,31,28,TRUE,8.14,43.725,2
1477797,194778,Shake Shack,American,481.8,Weekend,30,17,FALSE,0,24.09,3
1477640,105992,RedFarm Broadway,Chinese,729,Weekend,27,29,TRUE,9.88,36.45,3
1477091,373486,Chipotle Mexican Grill $1.99 Delivery,Mexican,288,Weekend,23,26,TRUE,4.09,14.4,3
1477010,49631,The Meatball Shop,Italian,582,Weekend,28,17,TRUE,14.96,29.1,Not given
1478324,250494,Blue Ribbon Fried Chicken,American,873,Weekend,21,22,FALSE,0,43.65,2
1477908,378923,Vanessa's Dumpling House,Chinese,365.4,Weekend,27,18,FALSE,0,18.27,Not given
1477573,58898,RedFarm Broadway,Chinese,641.7,Weekend,23,24,TRUE,0.91,32.085,3
1476728,250494,Bubby's ,American,727.5,Weekend,34,28,FALSE,0,36.375,Not given
1477815,144997,RedFarm Hudson,Chinese,987.9,Weekend,33,30,TRUE,12.46,49.395,Not given
1477283,75115,RedFarm Hudson,Chinese,422.1,Weekday,20,32,FALSE,0,21.105,Not given
1476856,59674,Woorijip,Korean,247.5,Weekend,26,26,TRUE,4.16,12.375,3
1477265,115238,The Smile,American,582,Weekday,26,27,FALSE,0,29.1,3
1477723,368663,Shake Shack,American,365.4,Weekend,23,28,FALSE,0,18.27,2
1478020,128353,The Meatball Shop,Italian,448.2,Weekend,32,25,TRUE,2.63,22.41,3
1477729,355713,RedFarm Broadway,Chinese,427.8,Weekend,28,24,FALSE,0,21.39,Not given
1477312,269793,Dirty Bird To Go (archived),American,256.2,Weekend,32,30,FALSE,0,12.81,Not given
1476577,100778,The Meatball Shop,Italian,365.4,Weekend,25,28,FALSE,0,18.27,Not given
1477032,60052,Rubirosa,Italian,873,Weekend,30,28,TRUE,8.57,43.65,3
1478221,47280,Rubirosa,Italian,376.8,Weekend,31,17,TRUE,14.61,18.84,2
1477747,183520,Blue Ribbon Sushi,Japanese,275.1,Weekend,25,28,TRUE,8.47,13.755,3
1477389,391860,Lucky's Famous Burgers,American,486,Weekend,32,27,FALSE,0,24.3,3
1477983,334373,Five Guys Burgers and Fries,American,423.6,Weekday,23,32,FALSE,0,21.18,3
1477642,370405,Haveli Indian Restaurant,Indian,171.6,Weekend,24,26,TRUE,3.83,8.58,3
1478229,64153,Blue Ribbon Fried Chicken,American,640.2,Weekend,35,23,FALSE,0,32.01,Not given
1477270,314480,Shake Shack,American,203.7,Weekend,20,25,FALSE,0,10.185,Not given
1477301,232035,Blue Ribbon Fried Chicken,American,365.4,Weekend,22,29,FALSE,0,18.27,2
1476821,80434,Bareburger,American,365.4,Weekend,33,18,FALSE,0,18.27,Not given
1476979,81166,Dos Caminos,Mexican,183.3,Weekend,26,21,TRUE,6.75,9.165,3
1477762,91397,Chipotle Mexican Grill $1.99 Delivery,Mexican,424.8,Weekday,22,24,TRUE,0.39,21.24,Not given
1476906,237592,Shake Shack,American,170.4,Weekend,31,30,FALSE,0,8.52,Not given
1476867,91879,da Umberto,Italian,368.1,Weekday,20,30,TRUE,11.97,18.405,3
1477834,22405,The Meatball Shop,Italian,605.4,Weekend,32,26,TRUE,3.85,30.27,2
1477577,290693,Shake Shack,American,420.6,Weekend,26,21,FALSE,0,21.03,3
1477492,64658,Blue Ribbon Sushi Bar & Grill,Japanese,486,Weekday,27,27,TRUE,5.91,24.3,3
1476848,365401,Dirty Bird To Go (archived),American,467.1,Weekend,30,24,FALSE,0,23.355,Not given
1477870,301032,Mission Cantina,Mexican,433.5,Weekend,27,29,FALSE,0,21.675,Not given
1477714,100536,Shake Shack,American,244.5,Weekend,26,17,FALSE,0,12.225,Not given
1478075,232359,The Meatball Shop,American,877.5,Weekend,21,19,FALSE,0,43.875,3
1477677,181782,Parm,Italian,263.4,Weekend,23,26,TRUE,3.91,13.17,3
1476589,146588,Sushi of Gari,Japanese,478.8,Weekend,23,22,TRUE,5.29,23.94,3
1477828,360844,Tamarind TriBeCa,Indian,257.7,Weekday,32,31,TRUE,14.2,12.885,3
1477680,353606,P.J. Clarke's,American,468.6,Weekday,27,32,FALSE,0,23.43,3
1477468,109221,Tortaria,Mexican,390,Weekday,21,24,TRUE,0.94,19.5,3
1476619,78318,RedFarm Hudson,Chinese,366.9,Weekend,24,19,TRUE,10.56,18.345,2
1476702,152786,Cafe Habana,Mexican,756.6,Weekday,32,28,TRUE,8.46,37.83,Not given
1478081,118776,Blue Ribbon Sushi Bar & Grill,Japanese,176.1,Weekend,31,20,TRUE,8.53,8.805,2
1477598,81110,Hill Country Fried Chicken,Southern,726,Weekend,25,15,TRUE,18.51,36.3,2
1477624,104336,Shake Shack,American,583.5,Weekday,28,24,FALSE,0,29.175,2
1476773,92806,Shake Shack,American,365.4,Weekend,29,22,FALSE,0,18.27,Not given
1478299,130521,Lucky's Famous Burgers,American,180.3,Weekend,33,16,FALSE,0,9.015,Not given
1477326,52031,Han Dynasty,Chinese,657.9,Weekend,24,20,TRUE,9.22,32.895,Not given
1478152,304708,Parm,Italian,177.6,Weekend,21,25,TRUE,2.28,8.88,3
1478396,74925,Cafe Mogador,Middle Eastern,726,Weekend,32,22,TRUE,4.63,36.3,2
1477537,104130,Blue Ribbon Sushi,Japanese,472.8,Weekend,30,26,TRUE,3.87,23.64,Not given
1478372,133202,Sushi Samba,Japanese,183.3,Weekend,30,27,TRUE,6.13,9.165,3
1478338,150865,Vanessa's Dumpling House,Chinese,171.6,Weekend,20,21,TRUE,6.8,8.58,Not given
1477025,331608,Shake Shack,American,582,Weekend,30,18,FALSE,0,29.1,Not given
1477158,363561,Shake Shack,American,254.7,Weekday,33,32,FALSE,0,12.735,Not given
1477375,235620,Shake Shack,American,987.9,Weekend,32,25,FALSE,0,49.395,Not given
1478316,118975,Shake Shack,American,366.9,Weekend,20,27,TRUE,6.39,18.345,Not given
1476553,128224,Osteria Morini,Italian,275.1,Weekend,25,22,TRUE,4.83,13.755,Not given
1478330,109419,The Meatball Shop,Italian,350.7,Weekend,30,21,TRUE,6.45,17.535,Not given
1476999,63417,Pepe Rosso To Go,Italian,726,Weekend,27,19,TRUE,11.05,36.3,3
1476569,55334,Sushi of Gari Tribeca,Japanese,295.5,Weekend,26,17,TRUE,14.5,14.775,Not given
1477040,301618,Vanessa's Dumplings,Chinese,756.6,Weekday,32,24,TRUE,0.93,37.83,Not given
1476599,47386,Bubby's ,American,682.5,Weekend,32,16,TRUE,17.36,34.125,3
1476548,122609,Blue Ribbon Sushi,Japanese,205.2,Weekend,20,30,TRUE,12.2,10.26,2
1477099,391746,Blue Ribbon Sushi,Japanese,729,Weekend,35,18,TRUE,12.64,36.45,2
1477508,62027,Momoya,Japanese,580.5,Weekend,27,28,TRUE,8.02,29.025,2
1478067,237616,Shake Shack,American,363.9,Weekday,22,27,FALSE,0,18.195,3
1476946,103526,Burger Joint,American,270.6,Weekday,24,29,FALSE,0,13.53,3
1477339,68965,RedFarm Hudson,Chinese,365.4,Weekend,20,18,TRUE,12.52,18.27,Not given
1477490,232035,ilili Restaurant,Middle Eastern,275.1,Weekend,26,19,TRUE,11.27,13.755,Not given
1477135,62359,Pylos,Mediterranean,582,Weekend,28,29,TRUE,9.79,29.1,Not given
1477931,403833,Room Service,Thai,200.7,Weekday,25,32,TRUE,16.14,10.035,Not given
1477822,61588,Blue Ribbon Sushi,Japanese,174.6,Weekend,34,27,TRUE,5.73,8.73,Not given
1477360,91907,Sarabeth's Restaurant,American,362.4,Weekend,28,26,FALSE,0,18.12,Not given
1477163,376578,Shake Shack,American,472.8,Weekend,32,24,FALSE,0,23.64,3
1476732,212469,Blue Ribbon Fried Chicken,American,990.9,Weekend,34,24,FALSE,0,49.545,3
1477987,104563,Blue Ribbon Sushi,Japanese,727.5,Weekend,24,23,TRUE,2.54,36.375,2
1478315,235818,Shake Shack,American,363.9,Weekend,30,19,FALSE,0,18.195,Not given
1476941,127149,Sarabeth's East,American,171.6,Weekend,33,26,FALSE,0,8.58,Not given
1477014,399520,Xe May Sandwich Shop,Vietnamese,238.8,Weekend,25,29,TRUE,9.91,11.94,3
1476640,142773,Hibino,Japanese,420.6,Weekend,28,15,TRUE,18.98,21.03,2
1478272,318874,The Kati Roll Company,Indian,422.1,Weekend,33,17,TRUE,14.6,21.105,3
1477026,355592,CafÌ© China,Chinese,654.9,Weekend,32,15,TRUE,19.23,32.745,2
1476897,197265,Hill Country Fried Chicken,Southern,874.5,Weekend,20,17,TRUE,15.04,43.725,Not given
1476560,149508,Shake Shack,American,667.8,Weekend,32,17,FALSE,0,33.39,2
1477007,342882,Yama Japanese Restaurant,Japanese,174.6,Weekend,30,30,TRUE,12.48,8.73,Not given
1477958,309981,Blue Ribbon Fried Chicken,American,873,Weekend,31,27,FALSE,0,43.65,Not given
1478102,165695,The Smile,American,401.7,Weekend,20,16,FALSE,0,20.085,Not given
1478088,77540,Nobu Next Door,Japanese,291,Weekend,30,29,TRUE,9.82,14.55,3
1478252,94167,Dos Caminos,Mexican,670.8,Weekend,30,26,TRUE,4.33,33.54,Not given
1477964,165130,The Meatball Shop,Italian,363.9,Weekday,22,32,TRUE,16.07,18.195,2
1477708,141908,Bareburger,American,182.1,Weekend,23,15,FALSE,0,9.105,2
1476623,277898,Blue Ribbon Fried Chicken,American,729,Weekend,22,26,FALSE,0,36.45,3
1476912,149386,Yama Japanese Restaurant,Japanese,263.4,Weekend,22,28,TRUE,8.26,13.17,2
1478104,75722,Osteria Morini,Italian,727.5,Weekday,22,24,TRUE,0.87,36.375,Not given
1478065,212326,RedFarm Broadway,Chinese,605.4,Weekday,30,26,TRUE,4.26,30.27,Not given
1477196,50123,Cafe Habana,Mexican,145.5,Weekend,28,22,TRUE,5.02,7.275,3
1477531,52463,RedFarm Broadway,Chinese,181.8,Weekend,32,18,TRUE,12.89,9.09,3
1476580,331143,Waverly Diner,American,205.2,Weekend,24,18,FALSE,0,10.26,Not given
1477844,134340,Mira Sushi,Japanese,391.5,Weekend,33,29,TRUE,9.97,19.575,2
1477192,374286,Vanessa's Dumpling House,Chinese,177.6,Weekday,30,32,TRUE,16.71,8.88,Not given
1476618,351749,Shake Shack,American,363.9,Weekday,30,26,FALSE,0,18.195,3
1477256,196355,Shake Shack,American,365.4,Weekday,23,31,FALSE,0,18.27,3
1477919,75484,Five Guys Burgers and Fries,American,874.5,Weekend,20,16,FALSE,0,43.725,Not given
1478120,47440,Blue Ribbon Fried Chicken,American,243,Weekend,33,22,FALSE,0,12.15,Not given
1477791,300549,Shake Shack,American,216.9,Weekend,29,18,FALSE,0,10.845,3
1477806,195927,Boqueria,Spanish,379.8,Weekend,27,30,TRUE,11.94,18.99,Not given
1477631,115519,The Meatball Shop,Italian,366.9,Weekend,31,28,TRUE,8.65,18.345,2
1477566,211697,Shake Shack,American,272.1,Weekday,21,32,FALSE,0,13.605,2
1477156,93797,ilili Restaurant,Middle Eastern,180.6,Weekday,27,29,TRUE,10.5,9.03,Not given
1478136,61388,Five Guys Burgers and Fries,American,423.6,Weekend,27,27,FALSE,0,21.18,2
1477690,370096,Melt Shop,American,657.9,Weekend,30,18,TRUE,12.73,32.895,3
1477237,59217,Jack's Wife Freda,Mediterranean,484.5,Weekend,26,22,TRUE,4.95,24.225,2
1477107,211697,Shake Shack,American,212.4,Weekend,25,23,TRUE,2.82,10.62,2
1478108,87188,Momoya,Japanese,987.9,Weekday,28,27,TRUE,6.32,49.395,3
1478047,127934,Blue Ribbon Fried Chicken,American,363.9,Weekend,20,26,TRUE,4.22,18.195,Not given
1477535,125123,S'MAC,American,467.1,Weekend,34,28,FALSE,0,23.355,3
1477517,77793,The Meatball Shop,Italian,874.5,Weekend,23,30,TRUE,12.47,43.725,3
1478029,403019,S'MAC,American,464.1,Weekday,31,32,FALSE,0,23.205,3
1476585,141918,S'MAC,American,371.1,Weekend,30,28,FALSE,0,18.555,2
1477620,148320,Tamarind TriBeCa,Indian,494.7,Weekday,31,28,TRUE,7.83,24.735,Not given
1476664,164016,Blue Ribbon Fried Chicken,American,729,Weekday,20,27,FALSE,0,36.45,3
1478422,197832,The Meatball Shop,Italian,445.2,Weekend,20,28,TRUE,8.17,22.26,Not given
1477482,114919,Yama Japanese Restaurant,Japanese,758.1,Weekend,30,16,TRUE,17.34,37.905,Not given
1477271,94152,The Meatball Shop,Italian,512.4,Weekday,22,26,TRUE,4.27,25.62,3
1477094,384571,Blue Ribbon Fried Chicken,American,669.3,Weekday,28,27,FALSE,0,33.465,3
1477722,347263,Dos Caminos,Mexican,362.4,Weekday,26,26,TRUE,4.49,18.12,3
1476831,169478,RedFarm Broadway,Chinese,378.3,Weekend,32,17,TRUE,14.48,18.915,2
1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,393,Weekday,24,28,TRUE,8.33,19.65,3
1477323,59181,RedFarm Hudson,Chinese,363.9,Weekend,28,29,TRUE,10.44,18.195,3
1477066,376381,Shake Shack,American,247.5,Weekend,30,15,TRUE,18.91,12.375,Not given
1477914,366975,Blue Ribbon Sushi Bar & Grill,Japanese,491.7,Weekend,31,18,TRUE,13.38,24.585,Not given
1478064,221430,Han Dynasty,Chinese,442.5,Weekend,30,16,TRUE,16.77,22.125,Not given
1477711,67647,J. G. Melon,American,379.8,Weekend,23,20,TRUE,9.24,18.99,2
1477410,39011,Mamoun's Falafel,Mediterranean,272.1,Weekend,20,24,FALSE,0,13.605,Not given
1477278,347263,Hummus Place,Middle Eastern,484.5,Weekend,30,28,TRUE,8.64,24.225,2
1477663,93133,Nobu Next Door,Japanese,878.7,Weekday,30,24,TRUE,0.69,43.935,2
1477195,64830,Cafeteria,American,614.1,Weekday,32,24,FALSE,0,30.705,3
1477737,104548,Tarallucci e Vino Restaurant,Italian,347.7,Weekend,21,15,TRUE,19.28,17.385,Not given
1477058,65779,The Kati Roll Company,Indian,730.5,Weekday,33,29,TRUE,10.1,36.525,Not given
1476996,149984,Sushi of Gari 46,Japanese,493.2,Weekend,24,27,TRUE,5.93,24.66,2
1477193,304291,P.J. Clarke's,American,177.6,Weekday,33,30,FALSE,0,8.88,3
1476596,199735,The Meatball Shop,Italian,423.6,Weekend,32,18,FALSE,0,21.18,Not given
1477154,143796,S'MAC,American,177.6,Weekday,34,30,FALSE,0,8.88,2
1478278,42755,Blue Ribbon Fried Chicken,American,390,Weekend,29,30,FALSE,0,19.5,Not given
1478355,68103,The Meatball Shop,Italian,654.9,Weekend,30,20,TRUE,9.07,32.745,2
1476557,348787,Otto Enoteca Pizzeria,Italian,484.5,Weekend,35,22,FALSE,0,24.225,Not given
1477264,35774,The Meatball Shop,Italian,366.9,Weekday,28,33,FALSE,0,18.345,Not given
1476806,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,729,Weekday,21,33,TRUE,18.44,36.45,Not given
1478000,167136,ilili Restaurant,Middle Eastern,871.5,Weekend,24,29,TRUE,10.46,43.575,Not given
1478159,57943,Shake Shack,American,472.8,Weekend,35,29,FALSE,0,23.64,3
1476910,397362,TAO,Japanese,243,Weekend,32,16,TRUE,16.58,12.15,3
1476660,47280,Blue Ribbon Sushi,Japanese,365.4,Weekend,34,29,TRUE,9.95,18.27,3
1477558,268365,Cafe Mogador,Middle Eastern,755.1,Weekend,23,30,TRUE,12.13,37.755,2
1477458,114247,Shake Shack,American,606.9,Weekend,32,18,FALSE,0,30.345,Not given
1477233,110138,Saravanaa Bhavan,Indian,273.6,Weekday,28,28,TRUE,7.89,13.68,3
1477772,91958,TAO,Japanese,365.4,Weekday,26,33,TRUE,18.13,18.27,Not given
1477319,145389,Westville Hudson,American,606.9,Weekday,31,29,FALSE,0,30.345,Not given
1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,727.5,Weekend,33,21,TRUE,6.64,36.375,3
1477571,121476,Blue Ribbon Fried Chicken,American,486,Weekend,32,23,TRUE,2.59,24.3,Not given
1477274,96877,Melt Shop,American,273.6,Weekday,29,33,TRUE,18.48,13.68,Not given
1477276,304449,Friend of a Farmer,American,292.5,Weekend,26,30,TRUE,12.27,14.625,Not given
1478046,53289,The Loop,Japanese,941.4,Weekend,26,24,TRUE,0.61,47.07,2
1478398,137617,Blue Ribbon Fried Chicken,American,729,Weekend,34,21,TRUE,6.81,36.45,3
1477991,69713,The Meatball Shop,Italian,580.5,Weekend,21,23,TRUE,3.21,29.025,3
1478267,93065,Han Dynasty,Chinese,424.8,Weekend,30,23,TRUE,2.84,21.24,Not given
1477901,353676,indikitch,Indian,277.8,Weekend,33,26,TRUE,4.63,13.89,3
1478247,104555,Sushi of Gari,Japanese,989.4,Weekend,34,21,TRUE,7.14,49.47,2
1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,365.4,Weekend,22,18,TRUE,13.25,18.27,3
1476749,351799,Sushi of Gari Tribeca,Japanese,286.5,Weekend,35,25,TRUE,2.38,14.325,2
1477600,347263,Hangawi,Korean,202.2,Weekend,21,22,TRUE,4.66,10.11,Not given
1477500,152786,Cafe Habana,Mexican,422.1,Weekend,26,21,TRUE,6.96,21.105,2
1477498,103500,RedFarm Hudson,Chinese,420.6,Weekend,29,22,TRUE,4.73,21.03,Not given
1478337,100527,Empanada Mama (closed),Mexican,177.6,Weekday,34,25,TRUE,1.73,8.88,3
1476736,60835,Nobu Next Door,Japanese,373.8,Weekend,35,28,TRUE,8,18.69,2
1477372,55227,Sushi of Gari Tribeca,Japanese,876,Weekend,32,22,TRUE,5.29,43.8,3
1477126,41409,Nobu Next Door,Japanese,472.8,Weekday,33,31,TRUE,14.13,23.64,Not given
1478158,232035,Balade,Middle Eastern,276.6,Weekday,25,24,TRUE,1.12,13.83,3
1476586,173667,Osteria Morini,Italian,266.4,Weekend,34,26,TRUE,4.16,13.32,Not given
1477951,242689,The Odeon,American,417.6,Weekend,34,23,TRUE,2.59,20.88,Not given
1477472,67845,RedFarm Hudson,Chinese,880.2,Weekend,27,29,TRUE,9.88,44.01,3
1476738,233614,Yama 49,Japanese,670.8,Weekend,33,25,TRUE,2.11,33.54,Not given
1477445,97079,Donburi-ya,Japanese,173.1,Weekend,27,29,TRUE,9.92,8.655,Not given
1477738,97346,Osteria Morini,Italian,363.9,Weekend,22,26,TRUE,4.49,18.195,3
1477403,87603,The Meatball Shop,American,200.7,Weekend,27,27,TRUE,6.67,10.035,2
1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,467.1,Weekend,31,20,TRUE,9.16,23.355,2
1476877,53289,The Loop,Japanese,139.8,Weekend,34,25,TRUE,1.72,6.99,Not given
1477877,360844,RedFarm Broadway,Chinese,580.5,Weekend,33,18,TRUE,12.42,29.025,3
1477586,84087,The Meatball Shop,Italian,263.4,Weekday,34,33,TRUE,18.41,13.17,3
1477936,133202,Blue Ribbon Sushi,Japanese,275.1,Weekend,27,29,TRUE,9.75,13.755,Not given
1478209,63141,Shake Shack,American,873,Weekend,23,28,TRUE,8.52,43.65,Not given
1477643,139827,RedFarm Hudson,Chinese,173.1,Weekend,33,28,TRUE,8.39,8.655,2
1477809,148499,Posto,Italian,727.5,Weekend,23,25,TRUE,2.39,36.375,Not given
1478380,110091,The Meatball Shop,Italian,282.3,Weekday,30,32,TRUE,16.11,14.115,3
1477516,52256,Han Dynasty,Chinese,874.5,Weekend,31,19,TRUE,10.85,43.725,Not given
1476915,142273,Pepe Rosso To Go,Italian,467.1,Weekend,29,27,TRUE,6.25,23.355,3
1478109,87006,Nobu Next Door,Japanese,347.7,Weekend,26,24,TRUE,1,17.385,3
1476914,141445,Parm,Italian,489,Weekend,26,23,TRUE,2.82,24.45,3
1477463,66505,Mamoun's Falafel,Mediterranean,365.4,Weekday,25,30,FALSE,0,18.27,3
1477521,113972,RedFarm Hudson,Chinese,362.4,Weekday,21,26,TRUE,4.44,18.12,Not given
1477427,291891,The Kati Roll Company,Indian,510.9,Weekend,24,22,TRUE,4.53,25.545,3
1476944,105614,Terakawa Ramen,Japanese,256.2,Weekday,27,25,TRUE,2.33,12.81,3
1477929,87006,Nobu Next Door,Japanese,202.2,Weekend,31,29,TRUE,10.04,10.11,Not given
1477220,41249,Kambi Ramen House,Japanese,987.9,Weekend,35,19,TRUE,10.62,49.395,3
1476866,42018,Blue Ribbon Sushi,Japanese,365.4,Weekday,34,32,TRUE,16.51,18.27,Not given
1477037,79215,Blue Ribbon Sushi,Japanese,366.9,Weekend,33,21,TRUE,6.49,18.345,3
1477495,92806,Shake Shack,American,448.2,Weekday,33,31,TRUE,14.68,22.41,Not given
1477248,349123,Shake Shack,American,388.5,Weekday,20,30,TRUE,11.9,19.425,3
1476740,60873,Jack's Wife Freda,Mediterranean,755.1,Weekday,31,25,FALSE,0,37.755,2
1477238,87727,Blue Ribbon Sushi,Japanese,416.1,Weekend,28,28,TRUE,8.51,20.805,Not given
1478052,77544,Shake Shack,American,729,Weekend,35,16,TRUE,16.88,36.45,2
1477130,365469,Wo Hop Restaurant,Chinese,424.8,Weekend,22,16,TRUE,17.27,21.24,2
1477856,143984,The Smile,American,755.1,Weekend,31,15,TRUE,18.7,37.755,3
1477592,87357,Shake Shack,American,942.9,Weekend,30,19,TRUE,10.78,47.145,3
1477659,54093,Shake Shack,American,390,Weekend,20,18,TRUE,12.66,19.5,Not given
1477661,122852,Blue Ribbon Fried Chicken,American,726,Weekend,28,29,TRUE,10.18,36.3,Not given
1477230,284455,Shake Shack,American,379.8,Weekend,35,24,TRUE,0.72,18.99,3
1476624,117810,Momoya,Japanese,205.2,Weekday,21,24,TRUE,1.24,10.26,Not given
1477832,100778,Spice Thai,Thai,475.8,Weekend,34,25,FALSE,0,23.79,Not given
1477749,362842,Cafe Habana,Mexican,292.5,Weekday,34,30,TRUE,12.67,14.625,3
1478037,97346,da Umberto,Italian,228.3,Weekend,23,26,TRUE,4.01,11.415,Not given
1477109,208020,Sushi of Gari 46,Japanese,871.5,Weekend,21,23,TRUE,2.94,43.575,Not given
1476902,165110,Room Service,Thai,669.3,Weekend,22,15,FALSE,0,33.465,Not given
1476916,52832,Dickson's Farmstand Meats,American,471.6,Weekend,23,28,TRUE,8.05,23.58,2
1476703,405334,TAO,Japanese,756.6,Weekend,26,16,TRUE,16.68,37.83,Not given
1477785,77306,Xi'an Famous Foods,Chinese,729,Weekend,32,29,TRUE,10.28,36.45,2
1476650,88201,J. G. Melon,American,250.5,Weekend,29,23,TRUE,2.94,12.525,3
1476643,88185,Momoya,Japanese,685.5,Weekend,32,17,TRUE,14.47,34.275,2
1477371,369452,UVA Wine Bar & Restaurant,Italian,874.5,Weekend,29,30,TRUE,12.57,43.725,Not given
1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,580.5,Weekday,23,28,TRUE,8.42,29.025,3
1476934,126134,Jack's Wife Freda,Mediterranean,987.9,Weekend,21,16,FALSE,0,49.395,1
1476954,97370,Momoya,Japanese,426.3,Weekend,24,30,TRUE,12.49,21.315,Not given
1478160,52832,Donburi-ya,Japanese,475.8,Weekday,28,28,FALSE,0,23.79,3
1478228,86233,TAO,Japanese,458.4,Weekend,33,22,FALSE,0,22.92,2
1478002,348096,The Meatball Shop,Italian,363.9,Weekend,34,16,FALSE,0,18.195,3
1478112,232542,The Meatball Shop,Italian,670.8,Weekend,35,21,TRUE,6.47,33.54,2
1478114,237616,Shake Shack,American,170.4,Weekend,26,18,TRUE,13.3,8.52,Not given
1477400,68775,Sushi of Gari Tribeca,Japanese,874.5,Weekend,22,17,TRUE,15.14,43.725,2
1478274,374826,Waverly Diner,American,684,Weekend,25,21,TRUE,7.34,34.2,2
1477804,381020,The Meatball Shop,Italian,583.5,Weekend,21,19,TRUE,10.63,29.175,3
1477572,150865,Vanessa's Dumpling House,Chinese,465.6,Weekend,20,23,FALSE,0,23.28,3
1476904,60845,Blue Ribbon Sushi,Japanese,758.1,Weekend,20,20,TRUE,9.27,37.905,3
1477336,94480,The Meatball Shop,Italian,987.9,Weekend,34,29,TRUE,9.91,49.395,3
1476929,61181,S'MAC,American,726,Weekend,28,17,TRUE,14.49,36.3,Not given
1477812,93505,Rubirosa,Italian,726,Weekend,31,15,TRUE,19.1,36.3,3
1477210,182080,Shake Shack,American,439.5,Weekday,26,33,TRUE,17.89,21.975,Not given
1477873,370053,Shake Shack,American,362.4,Weekend,29,24,TRUE,0.96,18.12,3
1477858,60052,Rubirosa,Italian,173.1,Weekend,27,21,TRUE,6.79,8.655,Not given
1477788,270444,P.J. Clarke's,American,141.3,Weekend,23,15,TRUE,18.74,7.065,Not given
1476711,106968,Blue Ribbon Fried Chicken,American,263.4,Weekend,22,26,TRUE,4.21,13.17,Not given
1477997,186473,Blue Ribbon Sushi Izakaya,Japanese,366.9,Weekend,34,25,TRUE,2.38,18.345,3
1477523,53503,RedFarm Broadway,Chinese,366.9,Weekend,21,21,TRUE,7.18,18.345,2
1476572,356195,Blue Ribbon Fried Chicken,American,874.5,Weekday,20,29,TRUE,10.12,43.725,3
1476895,105460,Burger Joint,American,393,Weekend,22,18,TRUE,13.14,19.65,Not given
1478236,121905,Chipotle Mexican Grill $1.99 Delivery,Mexican,667.8,Weekend,21,21,TRUE,7.14,33.39,2
1476628,70456,Parm,Italian,376.8,Weekday,32,28,TRUE,8.61,18.84,Not given
1476927,62626,Sushi of Gari 46,Japanese,391.5,Weekend,24,22,TRUE,4.78,19.575,Not given
1477547,242754,Rubirosa,Italian,417.6,Weekend,29,27,TRUE,5.77,20.88,Not given
1478349,229946,Balthazar Boulangerie,French,641.7,Weekend,35,29,TRUE,9.85,32.085,Not given
1477850,216438,Blue Ribbon Sushi,Japanese,877.5,Weekend,33,17,TRUE,14.99,43.875,Not given
1478048,101202,Burger Joint,American,365.4,Weekend,35,15,TRUE,19.04,18.27,2
1477133,175290,Shake Shack,American,365.4,Weekend,26,25,TRUE,2.03,18.27,Not given
1476746,201471,ilili Restaurant,Middle Eastern,379.8,Weekend,21,15,TRUE,18.8,18.99,3
1477724,80531,RedFarm Hudson,Chinese,365.4,Weekend,24,27,TRUE,5.72,18.27,Not given
1476911,74707,Bareburger,American,258.9,Weekend,21,22,TRUE,4.71,12.945,2
1478292,334373,Tamarind TriBeCa,Indian,365.4,Weekend,26,30,TRUE,12.18,18.27,Not given
1478024,241719,Sushi of Gari Tribeca,Japanese,423.6,Weekend,21,29,TRUE,9.75,21.18,Not given
1478281,58898,Blue Ribbon Sushi,Japanese,507.9,Weekend,30,25,TRUE,2.14,25.395,2
1478009,379538,Parm,Italian,203.7,Weekend,21,30,TRUE,11.78,10.185,3
1476898,174437,Han Dynasty,Chinese,876,Weekend,26,30,TRUE,12.42,43.8,Not given
1477285,325285,RedFarm Broadway,Chinese,420.6,Weekday,25,26,TRUE,4.5,21.03,Not given
1478335,84502,Nobu Next Door,Japanese,755.1,Weekend,31,29,TRUE,10.14,37.755,2
1477934,60052,RedFarm Broadway,Chinese,378.3,Weekend,28,21,TRUE,7,18.915,3
1476645,140477,Serafina Fabulous Pizza,Italian,410.4,Weekend,20,20,TRUE,9.05,20.52,3
1477450,79215,Blue Ribbon Sushi,Japanese,357.9,Weekend,24,21,TRUE,6.64,17.895,3
